number,title,createdAt,mergedAt,additions,deletions,changedFiles,url
"4923","docs: bind workroom ownership objectives","2026-09-01T06:18:14Z","2026-09-01T06:52:09Z","282","4","11","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4923"
"4922","fix(ai): make provider trust status actionable","2026-09-01T06:14:57Z","2026-09-01T06:38:30Z","210","9","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4922"
"4921","feat(tasks): deliver asynchronous governed task execution","2026-09-01T06:10:58Z","2026-09-02T09:04:25Z","2353","275","45","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4921"
"4920","feat(workroom): add server-owned standing Workroom drive runner (BI-FCD639D9)","2026-09-01T06:07:41Z","2026-09-01T06:38:30Z","1288","0","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4920"
"4919","fix: preserve tool ceilings after discovery","2026-09-01T05:30:12Z","2026-09-01T05:52:16Z","204","44","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4919"
"4918","feat(backlog): show active Workroom ownership","2026-09-01T05:14:30Z","2026-09-01T05:36:40Z","249","4","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4918"
"4917","feat(workroom): add Process Overseer shape-conformance projection (BI-3913EB49)","2026-09-01T05:05:24Z","2026-09-01T05:28:55Z","563","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4917"
"4916","fix(attention): distinguish AI recommendation from human authorization","2026-09-01T05:02:24Z","2026-09-01T13:02:40Z","720","87","11","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4916"
"4915","fix: respect Codex subscription model eligibility","2026-09-01T05:01:12Z","2026-09-01T05:22:39Z","504","6","14","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4915"
"4914","fix: stop legacy terminal-writer retries at ceiling","2026-09-01T04:41:26Z","2026-09-01T05:03:19Z","49","8","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4914"
"4913","feat(workroom): persist participant and coordinator assignments (BI-4CB2EF76)","2026-09-01T04:26:35Z","2026-09-01T04:48:27Z","1008","90","29","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4913"
"4912","fix: refuse duplicate live Workroom claims","2026-09-01T04:21:47Z","2026-09-01T04:45:58Z","479","138","14","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4912"
"4911","docs(workroom): govern canonical relation slice","2026-09-01T04:20:33Z","2026-09-01T04:40:45Z","27","4","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4911"
"4910","fix(mcp): bound terminal writer recovery","2026-09-01T03:56:21Z","2026-09-01T04:19:30Z","281","13","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4910"
"4909","feat(workroom): carry grants, measures, and budgets on the shape definition (BI-EFFD97B4)","2026-09-01T03:14:30Z","2026-09-01T03:35:29Z","95","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4909"
"4908","fix(mcp): name pending approval owner and location on TaskRun results (BI-06AE037F)","2026-09-01T03:02:34Z","2026-09-01T03:24:31Z","541","9","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4908"
"4907","feat(workroom): bind declared work shape to standing rooms (BI-FAFEB5C2)","2026-09-01T02:14:34Z","2026-09-01T02:37:24Z","267","2","5","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4907"
"4906","fix(upgrade): recover exact expired target binding","2026-09-01T01:54:44Z","2026-09-01T02:19:11Z","196","17","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4906"
"4905","fix: order terminal writer system context first","2026-09-01T01:25:48Z","2026-09-01T01:46:37Z","154","2","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4905"
"4904","fix(review): recover expired writer proposal","2026-08-31T18:23:52Z","2026-08-31T18:44:57Z","117","6","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4904"
"4903","docs(mcp): clarify work claim identity contract","2026-08-31T07:47:07Z","2026-08-31T08:24:10Z","25","3","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4903"
"4902","docs(mcp): clarify plan coverage contract","2026-08-31T07:27:06Z","2026-08-31T08:01:14Z","34","0","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4902"
"4901","docs: stop blind retries when code graph is unavailable","2026-08-31T06:55:52Z","2026-08-31T07:39:53Z","31","2","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4901"
"4900","feat(coworkers): bridge seeded identity namespaces","2026-08-31T05:11:48Z","2026-08-31T07:14:58Z","3583","2584","34","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4900"
"4899","docs(mcp): define bounded nonproduction lease retry contract","2026-08-31T04:50:02Z","2026-08-31T05:03:40Z","83","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4899"
"4898","fix(workroom): enforce room-wide verification posture","2026-08-31T04:37:34Z","2026-08-31T05:50:45Z","310","26","13","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4898"
"4897","fix(review): recover zero-reader terminal writer","2026-08-31T04:20:25Z","2026-08-31T04:51:09Z","331","22","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4897"
"4896","docs(cloud): publish managed deployment plan and estimates","2026-08-31T04:04:50Z","2026-08-31T06:55:09Z","850","4","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4896"
"4895","docs: close identity authority planning gaps","2026-08-31T03:56:27Z","2026-08-31T04:40:38Z","418","64","9","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4895"
"4894","fix(review): hydrate bounded large artifacts","2026-08-31T03:55:22Z","2026-08-31T04:51:09Z","61","5","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4894"
"4893","fix(self-upgrade): isolate registry transport recovery","2026-08-31T03:39:27Z","2026-08-31T04:01:24Z","154","8","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4893"
"4892","fix(pregate): make local-CI diagnostic verdicts honest","2026-08-31T03:31:36Z","2026-08-31T03:52:38Z","304","26","15","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4892"
"4891","fix(verify): resolve source-free consumer ancestry","2026-08-31T03:25:10Z","2026-08-31T19:57:19Z","713","6","9","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4891"
"4890","fix(review): preserve guarded CLI terminal writer route","2026-08-30T22:10:42Z","2026-08-30T22:32:09Z","242","3","12","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4890"
"4889","docs: design bounded delivery control plane","2026-08-30T21:28:36Z","2026-08-30T21:45:23Z","298","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4889"
"4888","fix(self-upgrade): recover exact undelivered target","2026-08-30T21:20:42Z","2026-08-30T21:41:52Z","168","10","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4888"
"4887","fix: expose bound objective mapping schema","2026-08-30T20:36:02Z","2026-08-30T20:57:13Z","110","10","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4887"
"4886","fix(guards): remaining diff-scoped gates fail closed when origin/main is unresolvable","2026-08-30T20:03:01Z","2026-08-31T05:32:42Z","196","87","14","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4886"
"4885","fix(flow): make gate waits durable and progress observable","2026-08-30T19:53:54Z","2026-08-30T21:10:53Z","1488","38","32","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4885"
"4884","fix(wordpress): repair operator connection regressions","2026-08-30T19:50:04Z","2026-08-30T20:10:47Z","303","20","13","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4884"
"4883","fix(self-upgrade): preserve admitted targets through registry outages","2026-08-30T19:30:07Z","2026-08-30T19:51:58Z","393","84","12","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4883"
"4882","fix(readiness): recover provider-failed approval on same TaskRun","2026-08-30T19:21:28Z","2026-08-30T19:42:51Z","127","19","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4882"
"4881","docs: define PAAW competence-evolution assurance","2026-08-30T18:23:31Z","2026-08-30T19:09:54Z","1132","21","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4881"
"4880","feat(build): record verification-depth shadow gates","2026-08-30T03:05:06Z","2026-08-30T03:28:54Z","686","73","20","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4880"
"4879","fix(readiness): retry immutable provider provenance","2026-08-30T03:00:12Z","2026-08-30T18:30:08Z","445","47","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4879"
"4878","docs(security): assess stack and design optional 1Password support (BI-E7553A1C)","2026-08-30T02:59:40Z","2026-08-30T03:20:59Z","728","1","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4878"
"4877","fix(integrations): a rendered next step names a live item or says it is not filed (BI-5BF97BAA)","2026-08-30T02:52:43Z","2026-08-30T03:16:11Z","849","68","20","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4877"
"4876","fix(workforce): actuate EVERY employment event, not one of five (BI-2624B7EA)","2026-08-30T02:42:37Z","2026-08-30T03:04:56Z","337","142","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4876"
"4875","fix(shell): make the mode control and the destructive photo control reachable on a tablet (BI-6395DA89, BI-56BB6038)","2026-08-30T02:35:03Z","2026-08-30T02:55:46Z","220","25","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4875"
"4874","doc(build-gate): record PR-payload staleness and sandbox-collision recovery (BI-DE58A378)","2026-08-30T02:31:12Z","2026-08-30T02:55:46Z","3","0","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4874"
"4873","feat(coworkers): ratchet capability completeness","2026-08-30T02:29:00Z","2026-08-30T02:55:46Z","3153","3271","17","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4873"
"4872","fix(self-upgrade): preserve verified release targets","2026-08-30T02:26:09Z","2026-08-30T03:07:13Z","644","67","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4872"
"4871","doc(workroom): proactive workrooms — the room carries the drive, not the coworker","2026-08-30T02:14:52Z","2026-08-30T02:27:51Z","482","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4871"
"4870","fix(seed): scope industry reference models to the install's archetype (BI-4F186358)","2026-08-30T02:05:30Z","2026-08-30T02:35:44Z","363","15","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4870"
"4869","perf(delivery): gate on the tests the diff can reach, and let capacity follow the installation","2026-08-30T02:02:40Z","2026-08-30T02:25:35Z","1925","21","16","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4869"
"4868","fix(self-upgrade): report why a release target could not be resolved","2026-08-30T01:56:33Z","2026-08-30T02:32:01Z","157","6","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4868"
"4867","doc(build-gate): salvage cross-surface docs-PR field notes into the runbook","2026-08-30T01:52:15Z","2026-08-30T02:06:30Z","11","1","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4867"
"4866","fix(mcp): make the loopback endpoint rule an invariant, not a convention (#4389)","2026-08-30T01:48:33Z","2026-08-30T02:21:04Z","124","1","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4866"
"4865","fix(workforce): actually call the employment event actuator (BI-2624B7EA)","2026-08-30T01:48:18Z","2026-08-30T02:23:56Z","242","3","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4865"
"4864","doc(workroom): retarget stale definition/instance anchors to live epic","2026-08-29T19:03:39Z","2026-08-30T00:37:04Z","1","1","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4864"
"4863","fix(self-upgrade): stop the owner card claiming currency while an update waits (BI-B99C7487)","2026-08-29T18:54:10Z","2026-08-29T19:15:25Z","263","26","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4863"
"4862","fix(self-upgrade): materialize Git LFS objects in the upgrade workspace (BI-DDB48B04)","2026-08-29T18:48:02Z","2026-08-29T19:08:47Z","388","9","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4862"
"4861","doc(standard): harmonize live-doc references to the PAAW name (BI-4E32C6A2)","2026-08-29T18:20:03Z","2026-08-29T18:41:28Z","89","94","15","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4861"
"4860","fix(self-upgrade): type terminal recovery successors","2026-08-29T16:37:52Z","2026-08-29T17:00:23Z","597","33","16","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4860"
"4859","doc(standard): reframe FPAW as PAAW — portfolio-aligned, harmonization-first, BusinessProduct unit (BI-3C1A01BD)","2026-08-29T15:04:44Z","2026-08-29T15:26:19Z","82","7","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4859"
"4858","fix(self-upgrade): recover source-free dispatch","2026-08-29T14:45:14Z","2026-08-29T15:21:50Z","352","44","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4858"
"4857","fix: isolate failed immutable reader attempts","2026-08-29T13:02:16Z","2026-08-29T13:23:51Z","176","20","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4857"
"4856","build(deps): Bump expo-sqlite from 56.0.5 to 57.0.1","2026-08-29T10:07:42Z","2026-08-29T15:02:37Z","344","40","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4856"
"4855","build(deps): Bump smol-toml from 1.7.2 to 1.8.0","2026-08-29T10:07:12Z","2026-08-29T15:02:37Z","344","40","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4855"
"4854","build(deps): Bump @expo/metro-runtime from 56.0.18 to 57.0.10","2026-08-29T10:06:07Z","2026-08-29T14:56:35Z","383","81","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4854"
"4853","build(deps): Bump @prisma/adapter-pg from 7.9.0 to 7.9.1","2026-08-29T10:05:35Z","2026-08-29T18:14:16Z","47","52","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4853"
"4852","build(deps): Bump pg and @types/pg","2026-08-29T10:04:48Z","2026-08-29T14:56:35Z","369","70","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4852"
"4851","build(deps): Bump the minor-and-patch group in /scripts/probes/marketing-media with 2 updates","2026-08-29T10:03:50Z","2026-08-29T14:49:33Z","17","35","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4851"
"4850","fix(self-upgrade): bind rendered release target","2026-08-29T09:55:25Z","2026-08-29T10:50:48Z","727","22","14","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4850"
"4849","fix(build): let the design reviewer see what the owner asked for (BI-82E41B79)","2026-08-29T09:00:03Z","2026-08-29T14:49:33Z","213","8","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4849"
"4848","fix(cockpit): stop telling the operator things that are not true (BI-685ADDCD, BI-2777B86B, BI-AF50DBD5)","2026-08-29T08:42:03Z","2026-08-29T14:49:33Z","389","66","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4848"
"4847","fix(docs): make doc-diagram rendering work on Windows (BI-334CB7DE)","2026-08-29T07:24:53Z","2026-08-29T14:49:33Z","168","23","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4847"
"4846","fix(gate): stop a slow probe from discarding a healthy build (BI-24D5D7C2)","2026-08-29T07:15:13Z","2026-08-29T14:45:44Z","70","5","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4846"
"4845","fix(install): preserve deployed release identity on restart","2026-08-29T06:54:57Z","2026-08-29T07:29:07Z","471","33","14","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4845"
"4843","fix(release): materialize Git LFS assets in the published image","2026-08-29T06:16:03Z","2026-08-29T06:37:23Z","206","0","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4843"
"4842","feat(workforce): make an employment event do the work (EP-862820FD D2, D4, D5, D6, D7)","2026-08-29T06:12:45Z","2026-08-29T07:32:55Z","3032","12","23","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4842"
"4841","doc(plan): implementation plan for alternative communication channels (EP-03CC88EF)","2026-08-29T05:52:58Z","2026-08-29T06:07:26Z","223","0","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4841"
"4840","fix(self-upgrade): persist admission before dispatch (BI-3FD07259)","2026-08-29T05:31:44Z","2026-08-29T06:18:19Z","1945","227","28","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4840"
"4839","fix(install): stop writing live secrets into artifacts operators publish (#4337, #1767)","2026-08-29T04:59:47Z","2026-08-29T05:21:08Z","227","3","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4839"
"4838","fix(build): preserve the brief MCP actor","2026-08-29T03:57:00Z","2026-08-29T04:41:00Z","371","118","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4838"
"4837","fix(gates): make the delivery gates report true state","2026-08-29T03:53:03Z","2026-08-29T05:02:07Z","2035","142","40","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4837"
"4836","fix(readiness): recover repaired review prerequisites","2026-08-29T01:31:35Z","2026-08-29T01:52:05Z","378","16","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4836"
"4835","fix(readiness): emit scope markers so a Build Studio design can be baselined (BI-CFD5A55A)","2026-08-29T00:49:29Z","2026-08-29T01:19:08Z","151","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4835"
"4834","fix(identity): converge a Principal for every seeded agent (BI-53C26E60)","2026-08-29T00:26:01Z","2026-08-29T08:47:07Z","758","8","15","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4834"
"4833","fix(gate): a gate that cannot run must not brick the tree it interrupted (BI-46B03CAE, BI-0F2E42D5)","2026-08-28T23:43:32Z","2026-08-29T01:03:34Z","178","6","5","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4833"
"4832","fix: bound terminal reader history by attempt","2026-08-28T23:27:12Z","2026-08-28T23:47:03Z","198","12","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4832"
"4831","fix(security): SOC cases carry their detections and resolve the actor's name (BI-7D1EC4B9)","2026-08-28T23:25:42Z","2026-08-28T23:47:03Z","161","1","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4831"
"4830","fix(compliance): schedule the regulatory monitor rescan so the surface self-heals (BI-DA37A602)","2026-08-28T23:07:03Z","2026-08-28T23:28:18Z","288","160","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4830"
"4829","fix(performance): tell the truth when an archetype has no metrics engine (BI-F359E1E9)","2026-08-28T22:48:51Z","2026-08-28T23:09:48Z","173","8","11","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4829"
"4828","feat(federation): give the edge node a federation-candidate scanner (BI-105966A1)","2026-08-28T22:39:46Z","2026-08-29T03:57:37Z","1919","89","25","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4828"
"4827","fix(portfolio): count products with no taxonomy node instead of dropping them (BI-A5576D1A)","2026-08-28T22:07:03Z","2026-08-28T22:28:30Z","47","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4827"
"4826","fix: require terminal reviewer writer calls","2026-08-28T21:56:17Z","2026-08-28T22:17:55Z","287","26","20","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4826"
"4825","feat(directory): the install now serves the directory it built (BI-A91004A7)","2026-08-28T21:44:37Z","2026-08-28T23:39:40Z","762","55","17","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4825"
"4824","fix(code-graph): recover an orphaned default-branch worktree, and stop putting it in someone else's tree (BI-86EF5900)","2026-08-28T21:35:16Z","2026-08-29T03:56:46Z","102","13","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4824"
"4823","fix(release): let the STT digest watch open its PR instead of dying on success (BI-E6EF0B2C)","2026-08-28T21:34:02Z","2026-08-29T03:56:46Z","14","0","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4823"
"4822","fix(local-ci): a gate run that dies must leave recoverable state (BI-C59AC8AF)","2026-08-28T21:27:25Z","2026-08-28T22:35:44Z","336","43","15","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4822"
"4821","fix(portfolio): cockpit counts the canonical coworker roster, not raw Agent rows (BI-B939790B)","2026-08-28T21:05:30Z","2026-08-28T21:26:29Z","16","8","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4821"
"4820","feat(workroom): register the employment lifecycle as Workroom definitions (BI-28EFA338)","2026-08-28T21:03:03Z","2026-08-28T21:25:27Z","181","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4820"
"4819","feat(work-posture): show which layer decided the room's posture, and why (BI-4EB2F1D0)","2026-08-28T20:55:25Z","2026-08-29T03:56:46Z","702","20","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4819"
"4818","fix(guards): spec-plan-doc must not skip when origin/main is unresolvable (BI-1DF0BF51)","2026-08-28T20:47:29Z","2026-08-30T02:57:35Z","34","5","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4818"
"4816","docs(kernel): report only the verdict you reached","2026-08-28T20:43:14Z","2026-08-29T06:35:17Z","110","2","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4816"
"4815","fix(guards): live-blocker must not OK when origin/main is unresolvable (BI-B263E76C)","2026-08-28T20:39:01Z","2026-08-28T20:59:14Z","30","5","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4815"
"4814","fix(guards): docs plus a fresh derived artifact is still a docs push (BI-AC48D79F)","2026-08-28T20:38:59Z","2026-08-28T21:02:37Z","38","2","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4814"
"4813","fix(review): hydrate proof-only terminal writer resumes","2026-08-28T20:08:58Z","2026-08-28T20:33:52Z","267","38","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4813"
"4812","fix(build): honour a recorded decomposition override in the owner's next action (BI-181E8776)","2026-08-28T20:05:41Z","2026-08-28T20:35:36Z","71","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4812"
"4811","fix(inference): declare the authorized-surface block as instruction, not payload","2026-08-28T19:49:34Z","2026-08-28T20:19:42Z","92","1","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4811"
"4810","fix(guards): pregate-status queued is INCONCLUSIVE, not FAIL (BI-51353470)","2026-08-28T19:34:55Z","2026-08-28T19:57:16Z","93","4","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4810"
"4809","fix(guards): doc-anchor must not OK when origin/main is unresolvable (BI-B6433DC6)","2026-08-28T19:32:10Z","2026-08-28T19:53:45Z","123","9","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4809"
"4808","doc(plan): correct a wrong diagnosis in the hive-scout coverage note","2026-08-28T19:31:38Z","2026-08-28T19:48:40Z","1","1","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4808"
"4807","doc(kernel): a lease-gated runtime is never reachable off the host","2026-08-28T19:24:00Z","2026-08-28T19:48:40Z","23","7","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4807"
"4806","fix(inference): stop one ambiguous word clamping a coworker turn to the local model (BI-DECCF716)","2026-08-28T18:30:54Z","2026-08-28T18:54:56Z","159","11","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4806"
"4805","fix(review): hydrate terminal writer evidence context","2026-08-28T18:22:00Z","2026-08-28T18:44:31Z","917","34","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4805"
"4804","fix(build-studio): the readiness refusal reaches the owner as words (BI-C5D978E9)","2026-08-28T17:52:47Z","2026-08-28T18:35:36Z","68","4","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4804"
"4803","fix(review): keep terminal writer resumable","2026-08-28T16:11:59Z","2026-08-28T16:36:37Z","153","31","5","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4803"
"4802","fix(build-studio): record which engine authored a design document (BI-2D698C7B)","2026-08-28T15:45:56Z","2026-08-28T16:10:42Z","78","1","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4802"
"4801","fix(review): recover expired approval from input-required (BI-F48D7059)","2026-08-28T15:24:12Z","2026-08-29T01:05:54Z","1770","142","14","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4801"
"4800","fix(readiness): a Build Studio design resolves as canonical initiative text (BI-126441FA)","2026-08-28T14:24:49Z","2026-08-28T14:48:35Z","150","1","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4800"
"4799","doc: design verification-first workroom gates","2026-08-28T14:09:42Z","2026-08-28T17:14:16Z","429","5","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4799"
"4798","doc: review remote agent surface transcript for DPF ideas","2026-08-28T13:33:28Z","2026-08-28T14:07:27Z","293","0","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4798"
"4797","Revert ""fix(coworker): approving an action resumes the task waiting on it"" (BI-3907AF35)","2026-08-28T12:59:29Z","2026-08-28T13:19:30Z","8","115","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4797"
"4796","fix(coworker): approving an action resumes the task waiting on it (BI-3907AF35)","2026-08-28T11:28:54Z","2026-08-28T11:52:32Z","115","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4796"
"4795","fix(review): preserve terminal writer on route exits","2026-08-28T09:56:51Z","2026-08-28T10:21:02Z","227","31","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4795"
"4794","fix(tak): a governed initiative review earns the review-phase budget (BI-3907AF35)","2026-08-28T09:40:32Z","2026-08-28T10:01:26Z","96","1","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4794"
"4793","fix(review): preserve missing terminal writer work","2026-08-28T08:13:14Z","2026-08-28T08:34:59Z","744","271","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4793"
"4792","fix(routing): collapse union types so Gemini function calling works (BI-3907AF35)","2026-08-28T07:48:05Z","2026-08-28T08:11:09Z","110","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4792"
"4791","fix(review): read bound PR source from provider","2026-08-28T06:05:09Z","2026-08-28T06:33:02Z","436","56","13","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4791"
"4790","feat(build-studio): record the research the ideate phase actually performed (BI-C5D978E9)","2026-08-28T06:01:59Z","2026-08-28T06:22:58Z","201","1","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4790"
"4789","fix: adopt_worktree records which session claimed the branch","2026-08-28T05:00:16Z","2026-08-28T06:15:26Z","124","4","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4789"
